text,location,interest
sardesairajdeep thelallantop lol bitter stem education enabled aspirational section india question hegemony son famous cricketer media anchor happens married daughter another famous someone pipe reference quota,,Education
im quota system believe everyone equal shots higher education live reality reality impractical change things fast technically youll lose power next guy comes overturns back amp forth,,Education
faisalmn msian chinese also dont bother much quota nons normally find ways succeed even non uni educated chinese moves far miles ahead uni educated chinese uni education guarentee careerlife success,,Education
pemikirmsia msian chinese also dont bother much quota nons normally find ways succeed know many nons dont uni education moved far ahead uni edu keyword many imho la,,Education
prime minister pm datuk seri anwar ibrahim facing criticism netizens replies student asked authorities ending public higher education institutions ipta quota malaysia,,Education
based statsmalaysias stats doable follow ratio racialethnic quota socioeconomic class want children access quality state funded education taxes pays,,Education
danialabdmajeed anwaribrahim great ask muda declare abolish quota education,,Education
fmtoday country equality level affirmative actions quota must however truly meeting entry requirements allowed enter universities else bring quality education drags everyone,,Education
country equality level affirmative actions quota must however truly meeting entry requirements allowed enter universities else bring quality education drags everyone,,Education
mandalshishir1 talk2anuradha thinking humanity points view education especially comes science amp research part must quota imagine got attack type quota doctor please think deeply,,Education
one remember still underprivileged students rural areas access good educationinfra bumiputeras sabah amp sarawak yes still cases quota abused fix,Sabah,Education
position power would focus reform getting things right improve lives poor includes removing barriers higher education like racist quota hard disagree anwaribrahim,,Education
ada data quota tertiary education placement terrible malays 1 2as getting placements dont clever bumi,,Education
shiebnaa think made major strides forward almost ministries compared previous 3 governments quota abolished need first solve bumi community education problem jump changing policy unwise,,Education
tejprak65414868 poetnitish talk2anuradha fair solution provide 100 free education abolish quota system admissions context finish race point vast difference rank241 rank61000 educated person feel difference,,Education
taufiqmarshal fatboycanrun also majority race role model lead example first abolish quota system matriculation open uitm mrsm races prioritising b40s talk single stream school education,,Education
importantly stated truth doesnt want quota policy changed carelessly many bad effects racial unity needs comprehensive planning education races general first,,Education
abolishing education quota system tendencies move malay voters opposition unfair f malay supremacists,,Education
solasolasolala thats stance regarding education merit based tweet meant question anwars remark racial quota help needy,,Education
